Cluster,StoreNum,StoreName,Latitude,Longitude,CLASS_FP_KNIT_TOPS,CLASS_FP_JEANS,CLASS_FP_W_DRESSES,CLASS_FP_BEACH,CLASS_FP_ENDLESS_SUMMER,CLASS_FP_SWEATERS,CLASS_FP_WOVEN_BLOUSES,CLASS_FP_PANTS,CLASS_FP_BOOTS,CLASS_FP_W_HEAVY_KNITS,CLASS_FP_BLAZERS___JACKETS,CLASS_FP_CASUAL_OUTERWEAR,CLASS_FP_ATHLETIC,CLASS_FP_SHORTS,CLASS_FP_TREND_SHOES,CLASS_FP_OUTERWEAR,CLASS_FP_SKIRTS,CLASS_FP_PERFORMANCE_SHORTS,CLASS_FP_W_PARTY_DRESSES,CLASS_FP_CASUAL_ONE_PIECES,CLASS_FP_SANDALS,CLASS_FP_PERFORMANCE_CAMIS,CLASS_FP_LOUNGE,CLASS_FP_SLIPS,CLASS_FP_BODY,CLASS_FP_JEWELRY,CLASS_FP_BRAS,CLASS_FP_FP_SCARVES,CLASS_FP_CASUAL_BOTTOMS,CLASS_FP_MOVEMENT_HEAVYWEIGHTS,CLASS_FP_PERFORMANCE_ONE_PIECES,CLASS_FP_HATS,CLASS_FP_PERFORMANCE_LEGGINGS,CLASS_FP_BELTS,CLASS_FP_CASUAL_LAYERING,CLASS_FP_BRAS___MOVEMENT,CLASS_FP_ONE_PIECE,CLASS_FP_SUNGLASSES,CLASS_FP_SWIM_TOPS,CLASS_FP_PERFORMANCE_OUTERWEAR,CLASS_FP_HAIR_ACCESSORIES,CLASS_FP_PERFORMANCE_LAYERING,CLASS_FP_SWIM_BOTTOMS,CLASS_FP_MOVEMENT_BAGS,CLASS_FP_CASUAL_SHORTS,CLASS_FP_CASUAL_SETS,CLASS_FP_SUNSUITS,CLASS_FP_PERFORMANCE_BOTTOMS,CLASS_FP_SURF_ONE_PIECE,CLASS_FP_UNDIES,CLASS_FP_UNDERWIRE_BRAS,CLASS_FP_PERFORMANCE_SETS,CLASS_SUITS,CLASS_FP_MOVEMENT_SOCKS,CLASS_FP_SURF_TOPS,CLASS_FP_IN_CASE_JEWELRY,CLASS_MOVEMENT_ACCESSORIES,CLASS_FP_SURF_BOTTOMS,CLASS_FP_MOVEMENT_HATS,CLASS_FP_MISC_ACCESSORIES
2,1874," NASHVILLE, TN",36.1605041,-86.7799532,0.911205859,0.842908815,1.059381587,1.492562971,1.006749934,0.834349258,0.996882912,1.164885932,1.098489859,1.044005301,0.99612121,1.063934459,1.162177746,0.985830051,0.87406844,0.956218859,0.835848701,1.815634189,0.96445644,1.443744158,0.843907631,1.178462007,1.015525207,0.635708275,0.938103885,0.988173828,0.712062194,1.000459298,0.986614179,1.112215633,0.989900287,0.926340323,0.756444268,1.012982869,1.044139982,0.997394465,0.692887303,0.805098495,0.810776495,0.837253386,0.83874242,1.126934001,0.817474111,0.839840667,1.259625968,1.360512618,1.023014052,0.628240194,0.457455452,0.794929178,0.740733249,1.023455606,0.750020571,0.868374451,0.880607468,0.747610748,0.771448209,0.921608956,0.695276121,0.981591572
2,857, BUFFALO NY WALDEN GAL,42.9135693,-78.7633117,1.176395047,0.897503208,0.756738445,0.94522995,0.836292454,1.177534072,1.061689305,0.908887223,0.965745531,1.539863484,1.024473091,1.104182294,0.844698023,0.95698518,0.866428228,1.086113112,0.825785992,0.924577776,0.480048509,1.095621448,0.850514422,1.078198526,1.02266642,1.075445662,1.138232177,1.197546055,0.840310371,0.994499859,1.371791324,1.402340749,0.618767882,1.044299035,0.869799368,0.951088959,1.567303481,0.805293975,0.963002235,0.921698328,0.693989609,0.938337278,1.201467378,1.048727601,0.74110377,1.14465596,1.075395927,1.164245227,1.001354967,1.058029106,0.66843353,0.766939581,0.921206979,0.508626043,0.545225812,0.993282966,0.789636914,0.709869638,0.737592971,0.459118983,1.096944009,1.228186056
2,1836, PORTLAND BREWERY BLK,45.5234936,-122.6825271,1.008672393,1.00413054,0.95794499,0.974365062,0.905598719,1.037433047,1.05195631,1.046666363,0.982475366,1.47909029,0.938658551,1.173387126,0.723598965,0.901553301,1.241398214,0.920919751,0.87464097,0.544814004,0.878174648,1.352789941,0.977073662,1.07888479,0.984520013,1.090503004,0.903689343,0.9256775,1.264602448,0.955091121,1.014576397,1.158783869,0.596672331,1.086102038,0.724236101,0.949462871,1.031262248,0.80751402,0.913069737,0.877182318,0.876361733,0.802059191,0.972189549,0.741625721,0.843003388,0.977669407,1.176265239,0.664760086,0.937583116,0.804028238,0.949481236,1.446494931,0.939343727,0.648857892,0.654658066,1.055221503,0.997296653,1.163316144,0.918433236,1.059796211,1.397031938,1.135977916
2,1840," MADISON, WI HILLDALE",43.073207,-89.4535335,1.058758193,1.109473464,0.837567336,0.887014308,0.796086565,1.087243154,0.958792322,0.839260069,0.977621873,1.463020319,0.816507344,1.156203338,1.155241105,0.908204037,0.945078675,0.981321506,0.781754387,1.058417268,0.950332132,1.415684342,0.830839207,1.487840197,0.766340241,0.995856693,0.933015504,1.013184857,0.926899734,0.715026382,1.201416435,1.329183221,0.798255531,1.041932752,0.863754409,0.684199505,1.45335053,0.83546173,0.581471386,0.999419455,0.891128454,0.506219344,0.99041624,1.525877706,1.110033865,1.187640128,1.155306209,0.566362926,0.587789939,1.121802767,0.794252525,1.118155986,1.245299529,0.780793573,0.973871434,0.755311443,0.889426542,0.801793714,0.528122344,0.837083083,1.421845377,0.69896792
2,1844," EDINA, MN GALLERIA",44.8771833,-93.3248446,1.001400247,0.889267372,0.863390801,1.029671514,0.872702682,1.292869863,1.080563961,0.852325243,0.939794637,1.672115165,0.92141763,1.255714884,1.010621478,0.939787382,0.897694366,0.863527584,0.78546965,0.904256902,0.860287581,1.401887707,0.849115812,1.17069325,0.901428046,0.864259564,0.983855717,0.898037506,0.834243606,0.926187946,1.099503066,1.676610485,0.735160226,1.058349845,0.812314784,0.742118293,1.47018171,0.862099021,0.922934369,0.991724468,0.77538386,0.859162651,0.857621153,1.001256787,0.840072345,1.231402159,1.123176231,0.924916462,0.973383925,0.841171731,0.7213198,0.996279062,0.928782869,0.690044212,0.818933186,1.011756667,1.160376282,2.367904969,0.912588214,1.047412574,1.861440456,1.225669661
2,1849," GRAND RAPIDS, MI",42.9283235,-85.6074351,1.008461434,0.828729368,0.864443028,1.073790017,0.888686519,1.205776068,0.901798092,0.820758599,0.881073995,1.671842974,0.956599309,1.130123282,1.088463994,0.848061823,0.724125436,0.750916741,0.732434025,1.2146751,1.144078565,1.642688688,1.011090085,1.419556194,0.820225758,0.908104782,1.074378228,0.879635998,0.887557412,1.014059676,0.86559222,1.56730634,0.801573034,0.958199917,1.020321864,0.827332853,1.394267344,1.111943984,0.548619918,0.984916736,0.942528931,1.107192537,0.899606594,1.041267071,1.123003276,1.056440303,1.154242069,0.966385575,1.375887812,0.606847121,0.881157487,0.896497463,0.798788625,0.641347942,0.47703633,0.896211328,1.156260896,1.449936972,0.950171529,0.771633686,1.366159266,2.023994414
2,878, INDIANAPOLIS  FASHION,39.9139901,-86.1093871,1.061067475,0.759609022,0.853315054,1.037675039,0.873612552,1.149554384,0.943111388,0.804532764,0.975521706,1.596876318,0.83608092,1.194730672,1.166432634,1.069412502,0.692479365,0.588051177,0.770158035,1.354219966,0.727495564,2.089113083,0.970253502,1.378561119,1.015099818,0.782517881,0.847987946,0.935920372,0.759412049,0.752141658,1.376696016,1.839543223,0.925063697,0.878995193,1.030217253,0.814926699,1.68303217,1.144807653,0.726409204,0.852530295,0.738333229,0.867105058,0.70814584,1.753130131,0.718448391,1.291362267,1.375976795,1.393383993,0.953274014,1.32804226,0.868302991,0.78312561,0.664925825,1.083966413,0.485437791,0.968311632,0.901597638,0.552507982,0.898884599,0.830061699,0.886549647,1.067773021
2,880," TIGARD, OR BRIDGEPORT",45.3969205,-122.751397,0.984170423,1.018806508,0.969086022,0.962144959,0.896338684,1.034988,1.051356239,1.047597309,1.017651367,1.437287911,0.959588685,1.23291537,0.694703404,0.909778754,1.243933751,0.905227889,0.86981201,0.54704107,0.900176699,1.346781975,0.964269414,1.081573106,0.972744396,1.093716596,0.869370016,0.913305165,1.294540149,0.94453966,1.053753824,1.122243187,0.596351614,1.087624521,0.696085599,0.954586942,1.025833646,0.791809817,0.947376369,0.883644963,0.902842946,0.821723089,0.898027266,0.756823116,0.846076904,0.962990856,1.2572783,0.647342661,0.922857451,0.881245538,1.015750473,1.477204671,0.94768111,0.668872777,0.652344369,1.083486562,1.047326646,1.217379041,0.931686305,1.154407956,1.448829811,1.158736561
2,1808, COLUMBUS OH  EASTON,40.0519492,-82.9139101,0.998182198,0.811506009,0.919336234,1.137924465,0.958533986,1.172831825,0.878669454,0.823424125,0.934406678,1.486231729,1.092430751,1.10816718,1.114754607,0.921466523,0.782101837,0.864052651,0.811261225,1.191805929,0.757126615,1.490656978,1.015223499,1.366009399,0.999804116,0.889675453,0.863336523,1.128808212,0.853428449,0.865176691,1.096947583,1.552145118,0.823047337,0.956222257,0.964069778,0.950834513,1.279047578,1.055963112,0.890550179,0.935674368,0.851253362,1.072970445,0.850148526,1.22399208,0.872716631,1.493360873,1.235333425,1.264165861,0.620078599,0.932880622,1.657083376,0.841885239,0.756650984,0.732873607,0.640176739,0.915837136,1.134116004,0.398793521,0.782629817,1.23820224,1.25541543,1.129313845
2,1850," SPOKANE, WA",47.6588694,-117.4242868,1.077300454,0.928159005,0.777176544,1.052603054,0.863074306,1.043108026,1.19053405,0.696363765,0.996527526,2.132065897,0.974727028,0.941230301,0.955899385,1.137495251,0.738994078,0.791129346,0.722768172,0.72452714,0.66507811,1.941626315,0.926814986,1.263864864,1.24871194,0.876165035,0.966451259,0.911368171,1.006588235,0.597915382,1.208051931,1.832528578,0.539621439,0.812784759,0.839089966,0.855734733,1.295514117,0.750480481,1.131457991,0.63661288,0.812298843,0.338627409,0.848736437,0.735670069,0.861663321,0.966689052,1.35689968,0.660288844,0.908294602,0.912941439,1.798287557,0.97456604,1.003053135,0.687061702,0.682264835,1.108692249,0.953947705,0.634786337,0.293377953,0.934706572,1.504416933,1.233825113
