Cluster,StoreNum,StoreName,Address,City,Zip,State,Grade,StoreFormat,Climate,Region,Latitude,Longitude,TotalDemandAmt,TotalNetAmt
1,1866, BOYLSTON ST.,899 BOYLSTON ST.,BOSTON,2115,MA,F,METRO,COLD,EAST COAST-NEW ENGLAND,42.3484566,-71.0840861,32621269.74,18607229.57
1,861, CHICAGO SOUTHPORT AV,3447  N. SOUTHPORT AVENUE,CHICAGO,60657,IL,F,METRO,COLD,CENTRAL-GREATER CHICAGO,41.9448792,-87.6636988,35589040.84,19787287.5
1,1835," SKOKIE, IL",4999 OLD ORCHARD CTR.,SKOKIE,60077,IL,B3,TRADITIONAL MALL,COLD,CENTRAL-GREATER CHICAGO,42.0615141,-87.7490376,36517199.19,20179144.03
1,806," ARDMORE, PA SUBURB SQ",40 COULTER AVENUE,ARDMORE,19003,PA,F,LIFESTYLE CENTER,COLD,EAST COAST-NORTHEAST,40.0083372,-75.2889406,36056361.48,21671771.76
1,811," CHICAGO, IL MILWAUKEE",1464 NORTH MILWAUKEE AVE.,CHICAGO,60642,IL,F,METRO,COLD,CENTRAL-GREATER CHICAGO,41.9083686,-87.6747418,34964813.3,19564398.66
1,6032," FP MOV NEWTOWN, PA",2801 S EAGLE RD,NEWTOWN,18940,PA,UNKNOWN,UNKNOWN,UNKNOWN,EAST COAST-MVMT - EAST COAST,40.2336182,-74.9399553,15763459.38,9635082.96
1,1848," OAKBROOK CTR, IL",416 OAKBROOK CENTER,OAK BROOK,60523,IL,B2,TRADITIONAL MALL,COLD,CENTRAL-GREATER CHICAGO,41.8516507,-87.9525153,38995258.26,21997672.38
1,1851, CHICAGO RANDOLPH ST,1101 W. RANDOLPH ST.,CHICAGO,60607,IL,B2,METRO,COLD,CENTRAL-GREATER CHICAGO,41.8839585,-87.6547598,33748637.32,18877105.22
1,6002, FP MOV BOULDER CO,"1200 PEARL ST., #110",BOULDER,80302,CO,UNKNOWN,LIFESTYLE CENTER,COLD,WEST COAST-MVMT - WEST COAST,40.0178501,-105.2796244,9782371.86,5779348.84
1,6007, FP MOV KING PRUSSIA,THE PLAZA-KING OF PRUSSIA,KING OF PRUSSIA,19406,PA,UNKNOWN,UNKNOWN,UNKNOWN,EAST COAST-MVMT - EAST COAST,40.0883703,-75.3915726,34292769.5,20563865.22
1,6016, FP MOV WASHINGTON DC,1063 WISCONSIN AVE. NW,WASHINGTON,20007,DC,UNKNOWN,UNKNOWN,UNKNOWN,EAST COAST-MVMT - EAST COAST,38.9043899,-77.0624277,30184509.42,17415656.01
1,804," KING OF PRUSSIA, PA",640 W. DEKALB PIKE,KING OF PRUSSIA,19406,PA,A1,TRADITIONAL MALL,COLD,EAST COAST-NORTHEAST,40.0902596,-75.3843108,34399803.25,20633313.61
1,855, CHICAGO WATER TOWER,835  N. MICHIGAN AVENUE,CHICAGO,60611,IL,F,TRADITIONAL MALL,COLD,CENTRAL-GREATER CHICAGO,41.8979303,-87.6228927,32724356.11,18304341.7
1,856," TROY, MI SOMERSET COL",2800 W BIG BEAVER RD,TROY,48084,MI,F,TRADITIONAL MALL,COLD,CENTRAL-GREATER CHICAGO,42.5598057,-83.1838968,13774796.4,7967371.74
1,858," PHILADELPHIA, WALNUT",1632  WALNUT ST,PHILADELPHIA,19103,PA,A3,METRO,COLD,EAST COAST-NORTHEAST,39.9497371,-75.1688341,33920684.88,20553716.68
1,859," BOULDER, CO  PEARL ST",1212 PEARL ST,BOULDER,80302,CO,C3,METRO,COLD,CENTRAL-MOUNTAIN DISTRICT,40.017771,-105.2794813,9784568.56,5780959.94
1,6013, FP MOV BURLINGTON,75 MIDDLESEX TURNPIKE,BURLINGTON,1803,MA,UNKNOWN,UNKNOWN,UNKNOWN,EAST COAST-MVMT - EAST COAST,42.4813385,-71.214302,31337215.33,17960339.44
1,6004, FP MOV CHICAGO,1538 N. MILWAUKEE AVE,CHICAGO,60622,IL,UNKNOWN,UNKNOWN,UNKNOWN,EAST COAST-MVMT - EAST COAST,41.9092921,-87.6761681,35023422.46,19596014.38
1,6250, FP MOV TELLURIDE CO,568 MOUNTAIN VILLAGE BLVD,TELLURIDE,81435,CO,UNKNOWN,UNKNOWN,UNKNOWN,WEST COAST-MVMT - WEST COAST,37.9367644,-107.8473724,530446.11,278596.62
1,6021, FP MOV HUNTINGTN STN,160 WALT WHITMAN RD,HUNTINGTON STATION,11746,NY,UNKNOWN,UNKNOWN,UNKNOWN,EAST COAST-MVMT - EAST COAST,40.8202417,-73.4093651,25389400.49,14412363.86
1,803," SHORT HILLS, NJ  MALL",1200 MORRIS TPK,SHORT HILLS,7078,NJ,A2,TRADITIONAL MALL,COLD,EAST COAST-NORTHEAST,40.7408743,-74.3642457,32516578.92,18604678.27
1,805, MCLEAN VA TYSONS CRNR,1961  CHAIN BRIDGE RD.,MCLEAN,22102,VA,A2,TRADITIONAL MALL,COLD,EAST COAST-MID-ATLANTIC DISTRICT,38.9171264,-77.2222575,31477756.38,18170143.95
1,814," BURLINGTON, MA   MALL",75 MIDDLESEX TPK,BURLINTON,1803,MA,B3,TRADITIONAL MALL,COLD,EAST COAST-NEW ENGLAND,42.482391,-71.2136759,31334830.21,17964260.78
1,831," DEDHAM, MA  LEGACY PL",946 PROVIDENCE HGWY,DEDHAM,2026,MA,F,LIFESTYLE CENTER,COLD,EAST COAST-NEW ENGLAND,42.2326678,-71.179733,31062152.87,17749315.82
1,843, SHREWSBURY NJ  GROVE,605  ROUTE 35,SHREWSBURY,7702,NJ,A3,LIFESTYLE CENTER,COLD,EAST COAST-NORTHEAST,40.3336102,-74.0636514,16136216.14,9228552.22
1,847, FARMINGTON CT WSTFRMS,543  WESTFARMS MALL #1,FARMINGTON,6032,CT,F,TRADITIONAL MALL,COLD,EAST COAST-NEW ENGLAND,41.7223738,-72.764367,6190439.57,3614669.25
1,848," TOWSON, MD  TOWN CTR.",CIRCLE EAST,TOWSON,21286,MD,C2,TRADITIONAL MALL,COLD,EAST COAST-MID-ATLANTIC DISTRICT,39.4021322,-76.6005102,10011261.61,6080132.9
1,849, NATICK MA NATICK COLL,1245  WORCESTER ST.,NATICK,1760,MA,F,TRADITIONAL MALL,COLD,EAST COAST-NEW ENGLAND,42.3018646,-71.3836517,28732208.44,16441491.05
1,870, WOODCLIFFLAKE NJ TICE,443 CHESTNUT RIDGE RD.,WOODCLIFF LAKE,7677,NJ,F,LIFESTYLE CENTER,COLD,EAST COAST-NORTHEAST,41.0410579,-74.075025,32002785.01,18360381.66
1,872," HUNTINGTON STA., NY",160 WALT WHITMAN RD.,HUNTINGTON STATION,11746,NY,F,TRADITIONAL MALL,COLD,EAST COAST-NEW ENGLAND,40.8202417,-73.4093651,25389400.49,14412363.86
1,1801," BETHESDA,MD MONTGMRY",7101 DEMOCRACY BLVD,BETHESDA,20817,MD,C2,TRADITIONAL MALL,COLD,EAST COAST-MID-ATLANTIC DISTRICT,39.0241378,-77.1459998,30224052.07,17291427.38
1,1815, WHITEPLAINS WSTCHSTR,125 WESTCHESTER AVENUE,WHITE PLAINS,10601,NY,A3,TRADITIONAL MALL,COLD,EAST COAST-NEW ENGLAND,41.0312752,-73.7591855,29638788.13,17135809.14
1,1816, RICHMOND  SHORT PUMP,11800 W BROAD ST.,RICHMOND,23233,VA,A3,TRADITIONAL MALL,COLD,EAST COAST-MID-ATLANTIC DISTRICT,37.6561015,-77.6189434,7928506.68,4909859.68
